Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
H37706,H,56.77,11.5,5.95,65.7,2,97.62,0.51,108.38,21.25,87.77
M23153,M,55.41,13.02,10.2,70.14,5,95.92,0.64,119.46,24.15,85.62
M23154,M,55.62,11.78,5.35,70.36,4,97.86,0.72,107.5,22.04,87.01
L55475,L,52.59,8.98,9.5,82.46,7,96.2,0.8,87.38,17.1,88.9
L55476,L,57.06,12.31,6.6,65.64,4,97.36,0.85,106.72,23.15,86.06
M23157,M,54.81,11.0,5.7,74.25,2,97.72,0.91,98.1,20.86,87.19
H37712,H,57.22,14.36,8.85,64.57,3,96.46,0.99,119.9,26.99,83.65
L55479,L,54.44,11.31,6.1,76.19,4,97.56,1.12,96.34,21.7,86.3
L55480,L,55.64,12.92,8.2,71.44,3,96.72,1.17,106.36,24.65,84.51
M23161,M,54.45,12.2,5.3,76.1,3,97.88,1.23,101.08,23.44,85.3
L55482,L,54.59,11.7,8.45,76.2,5,96.62,1.31,95.02,22.62,85.23
L55483,L,56.64,14.33,4.55,68.04,5,98.18,1.36,112.08,27.41,83.12
M23164,M,56.67,16.92,7.65,66.84,4,96.94,1.41,131.52,32.11,80.35
H37719,H,58.6,15.48,10.8,61.26,4,95.68,1.49,115.6,29.64,81.11
M23166,M,56.29,15.5,12.05,69.7,4,95.18,1.63,115.98,29.86,80.61
M23167,M,58.51,37.54,41.2,51.33,3,83.52,4.71,167.44,64.88,54.03
L55488,L,58.62,16.68,9.35,61.71,2,96.26,1.79,118.62,32.18,79.4
M23169,M,57.84,15.57,6.45,65.17,7,97.42,1.84,109.58,30.25,80.55
L55490,L,57.84,15.68,8.6,65.41,5,96.56,1.92,108.7,30.55,80.02
M23171,M,60.37,19.1,9.7,55.2,2,96.12,1.97,131.3,36.73,76.72
M23172,M,57.06,15.78,6.85,68.56,5,97.26,2.05,107.58,30.9,79.76
M23173,M,57.8,17.62,9.0,65.39,7,96.4,2.13,119.48,34.3,77.68
L55494,L,54.18,14.29,5.15,79.81,7,97.94,2.21,95.98,28.43,80.84
H37729,H,58.85,16.98,5.25,62.61,2,97.9,2.27,109.84,33.31,78.29
L55496,L,58.41,17.2,12.5,64.55,4,95.0,2.4,109.26,33.88,77.01
L55497,L,55.5,14.96,11.6,75.87,2,95.36,2.45,94.14,29.93,78.97
H37732,H,57.04,17.34,6.7,69.58,2,97.32,2.51,109.9,34.28,77.18
L55499,L,59.7,19.34,13.95,59.98,7,94.42,2.64,119.26,38.03,74.31
M23180,M,58.88,20.01,10.05,62.65,6,95.98,2.69,124.46,39.28,73.97
L55501,L,59.13,20.82,11.2,61.69,3,95.52,2.77,128.84,40.84,72.91
L55502,L,60.33,19.7,8.3,58.35,2,96.68,2.83,117.08,38.91,74.06
H37737,H,59.09,18.74,8.4,63.28,5,96.64,2.88,109.86,37.25,74.77
M23184,M,60.1,20.54,9.65,59.43,2,96.14,3.01,119.88,40.65,72.69
M23185,M,58.65,18.98,12.8,65.51,2,94.88,3.09,107.6,37.95,73.56
H37740,H,58.4,18.07,13.95,67.12,2,94.42,3.17,98.86,36.42,74.05
M23187,M,62.47,24.2,13.2,50.6,2,94.72,3.31,139.28,47.57,68.28
L55508,L,61.53,23.21,12.35,54.64,2,95.06,3.39,130.9,45.91,69.04
L55509,L,60.14,22.72,7.45,59.84,4,97.02,3.44,127.68,45.1,69.83
L55510,L,59.03,20.23,8.55,65.14,7,96.58,3.49,108.1,40.7,71.81
M23191,M,60.73,22.82,8.65,58.19,2,96.54,3.55,125.24,45.4,69.34
L55512,L,58.83,21.88,14.8,65.51,4,94.08,3.63,118.58,43.83,69.35
M23193,M,59.64,23.16,13.9,62.27,5,94.44,3.68,126.54,46.2,68.15
M23194,M,60.0,23.1,16.05,61.4,6,93.58,3.76,123.78,46.19,67.78
M23195,M,48.72,15.5,12.2,104.25,7,95.12,3.84,76.6,32.65,74.77
L55516,L,60.32,23.96,11.35,60.47,6,95.46,3.92,126.58,47.93,67.06
M23197,M,58.34,20.74,14.45,69.08,6,94.22,3.97,102.38,42.23,69.49
L55518,L,56.24,19.28,11.6,77.36,7,95.36,4.05,91.8,39.72,70.87
M23199,M,59.8,22.4,15.7,63.75,5,93.72,4.11,110.58,45.36,67.54
M23200,M,60.17,22.08,7.85,62.96,5,96.86,4.19,105.8,44.91,68.39
L55521,L,56.32,20.2,12.0,77.45,2,95.2,4.27,94.22,41.63,69.45
L55522,L,59.88,23.11,14.1,63.94,5,94.36,4.32,111.4,46.91,66.49
H37757,H,61.01,25.17,10.2,59.26,7,95.92,4.37,125.14,50.67,64.9
L55524,L,58.65,23.62,12.45,68.64,2,95.02,4.51,112.98,48.07,65.71
H37759,H,60.44,22.66,8.55,63.17,7,96.58,4.56,101.6,46.4,66.82
L55526,L,58.98,23.01,11.8,68.55,3,95.28,4.69,103.42,47.2,65.83
L55527,L,58.11,22.02,16.9,72.24,2,93.24,4.75,95.5,45.49,66.07
M23208,M,61.27,25.08,11.0,60.06,5,95.6,4.8,114.44,51.05,63.78
M23209,M,60.85,23.04,15.15,62.83,4,93.94,4.88,96.94,47.5,64.97
M23210,M,62.47,26.9,11.3,55.65,7,95.48,4.96,123.84,54.53,61.69
M23211,M,58.13,21.67,16.45,73.46,6,93.42,5.04,86.12,45.25,65.65
L55532,L,61.06,24.58,14.6,62.26,4,94.16,5.12,103.62,50.57,63.01
L55533,L,61.83,29.42,11.7,57.39,2,95.32,5.17,140.04,59.31,58.83
L55534,L,62.65,28.26,10.8,55.37,7,95.68,5.23,128.4,57.29,59.82
L55535,L,61.08,27.52,17.9,61.34,3,92.84,5.28,123.44,56.03,59.64
M23216,M,63.44,30.85,15.0,51.78,5,94.0,5.33,145.68,62.08,56.8
L55537,L,62.93,42.82,42.15,47.84,7,83.14,8.41,120.3,79.04,39.44
L55538,L,54.48,9.35,1.0,72.68,7,99.6,0.0,105.74,16.76,91.52
M23219,M,54.87,10.76,8.1,70.87,2,96.76,0.05,115.3,19.35,89.41
L55540,L,54.74,9.35,4.25,72.32,2,98.3,0.13,102.4,16.93,90.84
L55541,L,56.11,11.64,2.35,66.68,7,99.06,0.19,117.6,21.09,88.85
L55542,L,57.58,16.34,6.45,59.48,7,97.42,0.24,152.06,29.6,84.07
L55543,L,54.31,12.13,6.55,73.04,7,97.38,0.29,121.64,22.11,87.7
L55544,L,57.07,13.29,1.65,63.16,5,99.34,0.35,125.92,24.26,87.01
M23225,M,54.88,10.35,8.75,72.38,2,96.5,0.4,104.22,19.06,88.8
M23226,M,50.82,7.14,9.9,88.23,2,96.04,0.48,82.32,13.41,91.35
L55547,L,57.4,14.16,8.05,62.42,7,96.78,0.56,127.6,26.08,85.03
L55548,L,55.36,12.36,4.15,70.52,2,98.34,0.61,114.88,22.94,86.89
L55549,L,49.33,7.15,1.25,94.08,4,99.5,0.67,80.26,13.66,91.71
L55550,L,54.03,10.56,10.35,76.42,2,95.86,0.72,99.88,19.84,87.6
L55551,L,50.49,7.74,10.45,90.18,4,95.82,0.77,81.02,14.87,89.98
M23232,M,56.86,13.68,5.55,65.56,2,97.78,0.83,118.56,25.57,85.01
M23233,M,58.2,15.34,7.7,60.43,4,96.92,0.91,128.24,28.66,83.09
L55554,L,60.28,18.81,4.85,51.84,7,98.06,0.99,151.3,34.97,80.06
M23235,M,58.03,15.17,7.95,61.62,6,96.82,1.04,124.08,28.51,82.87
L55556,L,58.84,15.68,5.1,58.86,4,97.96,1.12,125.28,29.54,82.48
L55557,L,58.88,16.1,8.2,58.75,4,96.72,1.17,127.32,30.34,81.66
M23238,M,59.01,19.08,5.3,57.01,3,97.88,1.23,149.82,35.76,79.14
L55559,L,54.76,11.9,7.45,75.5,4,97.02,1.31,96.38,22.98,85.15
L55560,L,52.68,10.5,7.55,83.55,7,96.98,1.36,86.92,20.56,86.25
H37795,H,56.32,13.82,6.65,69.59,4,97.34,1.41,107.2,26.56,83.23
L55562,L,53.72,11.46,11.9,80.22,7,95.24,1.55,88.98,22.52,84.46
M23243,M,57.04,13.6,4.0,67.95,2,98.4,1.6,100.3,26.41,83.19
L55564,L,57.79,15.82,7.15,64.59,2,97.14,1.68,115.2,30.48,80.68
H37799,H,56.2,14.9,3.25,70.7,7,98.7,1.73,108.86,28.91,81.75
M23246,M,57.25,14.88,12.5,67.61,6,95.0,1.87,104.22,29.03,80.5
L55567,L,59.53,17.64,7.65,58.73,5,96.94,1.95,121.42,34.09,78.3
L55568,L,59.38,17.62,9.75,59.44,7,96.1,2.0,120.3,34.13,77.96
L55569,L,57.12,16.08,5.85,68.21,3,97.66,2.05,109.9,31.44,79.59
M23250,M,60.62,21.8,5.95,53.5,7,97.62,2.11,149.56,41.74,74.32
L55571,L,58.75,17.24,5.1,62.53,6,97.96,2.19,113.86,33.67,78.28
M23252,M,57.66,16.57,4.2,66.82,7,98.32,2.24,108.84,32.55,78.83
L55573,L,58.83,17.84,12.35,62.48,5,95.06,2.32,115.56,34.92,76.67
M23254,M,56.88,16.64,8.45,69.98,5,96.62,2.37,107.52,32.85,77.98
M23255,M,58.18,18.56,4.6,64.87,2,98.16,2.45,119.26,36.39,76.44
H37810,H,56.67,15.92,13.75,71.69,2,94.5,2.53,98.46,31.76,77.68
L55577,L,54.91,14.6,6.0,78.9,2,97.6,2.67,87.28,29.56,79.29
L55578,L,41.97,26.18,43.1,117.76,4,82.76,5.72,76.54,45.81,61.35
L55579,L,61.29,23.17,5.2,53.12,7,97.92,2.77,144.68,45.06,71.41
L55580,L,57.87,18.66,13.3,67.32,4,94.68,2.83,112.06,37.03,74.5
H37815,H,55.92,16.59,11.4,75.26,7,95.44,2.88,97.02,33.4,76.4
L55582,L,60.45,22.14,6.65,57.43,2,97.34,3.01,132.2,43.51,71.55
L55583,L,59.17,20.48,6.75,62.86,2,97.3,3.07,119.44,40.6,72.89
L55584,L,58.02,18.51,14.85,68.0,3,94.06,3.12,104.1,37.14,73.7
M23265,M,58.97,19.94,8.95,64.23,5,96.42,3.17,113.08,39.78,72.87
M23266,M,61.1,21.08,9.1,56.66,2,96.36,3.25,117.48,41.93,71.62
L55587,L,61.0,22.52,8.25,56.59,5,96.7,3.33,127.34,44.61,70.2
M23268,M,57.93,18.41,13.35,69.4,5,94.66,3.39,97.44,37.3,73.24
L55589,L,53.82,17.12,9.5,84.49,3,96.2,3.47,91.02,35.1,74.57
L55590,L,58.43,21.68,13.6,66.56,7,94.56,3.52,119.96,43.34,69.93
L55591,L,59.25,20.15,9.7,64.73,7,96.12,3.57,105.32,40.65,71.56
M23272,M,61.96,23.3,9.8,54.05,4,96.08,3.63,125.68,46.38,68.58
M23273,M,60.47,23.54,6.95,59.33,5,97.22,3.71,127.84,46.91,68.43
L55594,L,54.45,16.38,16.1,83.91,4,93.56,3.79,77.04,34.18,73.73
M23275,M,60.45,24.77,9.2,59.32,4,96.32,3.84,134.68,49.28,66.76
M23276,M,58.34,19.58,16.35,69.46,7,93.46,3.92,94.3,40.09,70.48
H37831,H,56.7,19.68,11.5,75.36,6,95.4,4.0,95.48,40.35,70.67
L55598,L,52.96,18.2,11.75,89.45,2,95.3,4.13,85.82,37.88,71.62
L55599,L,60.88,22.54,12.85,60.28,7,94.86,4.19,108.42,45.71,67.48
L55600,L,59.27,22.15,13.95,66.23,6,94.42,4.24,106.32,45.08,67.58
L55601,L,60.06,21.96,16.05,63.82,2,93.58,4.29,102.52,44.81,67.4
H37836,H,63.8,28.79,10.15,47.76,6,95.94,4.35,150.86,57.13,61.73
L55603,L,60.91,24.99,14.4,60.1,5,94.24,4.48,121.44,50.49,64.36
L55604,L,62.02,24.78,16.5,56.61,4,93.4,4.53,117.0,50.17,64.2
L55605,L,59.35,23.36,10.6,66.67,3,95.76,4.59,108.14,47.7,65.92
L55606,L,58.53,22.9,10.7,69.95,5,95.72,4.64,104.36,46.94,66.18
L55607,L,60.38,25.6,15.8,62.45,6,93.68,4.69,122.3,51.86,63.1
M23288,M,55.75,21.24,12.9,80.73,3,94.84,4.75,92.54,44.1,67.16
L55609,L,59.48,24.48,9.05,66.61,2,96.38,4.83,111.54,50.01,64.43
L55610,L,63.51,28.94,15.15,50.73,6,93.94,4.88,140.48,58.08,59.69
H37845,H,63.28,28.45,13.25,51.98,2,94.7,4.93,135.68,57.27,60.18
L55612,L,60.33,25.18,15.5,64.26,7,93.8,5.07,110.54,51.56,62.53
M23293,M,60.91,27.54,16.6,61.28,7,93.36,5.12,127.42,55.86,60.17
M23294,M,58.78,22.88,12.75,71.26,7,94.9,5.2,91.28,47.61,64.52
M23295,M,60.83,25.36,17.9,63.27,5,92.84,5.28,106.58,52.18,61.56
L55616,L,63.08,28.9,19.05,54.1,2,92.38,5.36,130.02,58.62,58.06
L55617,L,65.9,47.72,49.15,35.19,4,80.34,8.41,155.42,87.82,34.35
L55618,L,61.77,27.1,13.25,59.9,7,94.7,5.47,114.98,55.52,59.98
L55619,L,59.39,25.21,12.35,69.24,4,95.06,5.52,101.94,52.2,61.62
L55620,L,57.06,14.0,1.0,61.5,7,99.6,0.0,139.4,25.09,87.35
L55621,L,53.34,7.81,2.1,77.6,7,99.16,0.05,93.8,14.07,92.65
L55622,L,55.04,10.07,1.2,70.82,2,99.52,0.11,108.34,18.18,90.57
M23303,M,52.9,8.56,2.3,79.12,3,99.08,0.16,97.96,15.54,91.68
M23304,M,50.81,6.94,9.45,87.43,5,96.22,0.24,86.16,12.75,92.2
M23305,M,54.93,10.18,0.6,71.96,5,99.76,0.32,104.62,18.66,89.97
L55626,L,55.88,11.72,4.75,68.24,7,98.1,0.4,113.84,21.52,87.96
L55627,L,56.57,13.84,3.85,65.03,3,98.46,0.45,128.58,25.37,86.02
L55628,L,55.86,11.82,6.95,68.69,6,97.22,0.51,112.24,21.83,87.38
L55629,L,52.52,8.63,2.05,81.94,5,99.18,0.56,90.1,16.18,90.58
L55630,L,55.0,12.89,6.15,71.5,6,97.54,0.61,119.58,23.88,86.22
L55631,L,56.86,12.62,10.25,65.44,7,95.9,0.67,113.7,23.48,85.9
M23312,M,55.8,11.54,1.35,69.83,5,99.46,0.72,105.24,21.59,87.63
L55633,L,55.14,11.68,6.5,72.36,6,97.4,0.8,105.48,21.94,86.78
L55634,L,55.81,12.64,2.6,69.78,2,98.96,0.85,111.04,23.73,86.17
L55635,L,58.28,17.6,2.7,59.0,6,98.92,0.91,146.12,32.69,81.57
L55636,L,55.43,12.53,3.8,71.54,7,98.48,0.96,108.32,23.68,85.86
L55637,L,57.87,14.42,9.9,62.44,2,96.04,1.01,118.86,27.13,83.42
L55638,L,52.69,9.9,11.0,82.7,7,95.6,1.07,88.66,19.1,87.22
L55639,L,54.23,10.74,8.1,77.18,6,96.76,1.12,92.02,20.67,86.62
L55640,L,58.35,17.2,5.2,60.0,3,97.92,1.17,136.84,32.31,80.98
L55641,L,57.33,14.5,8.3,65.05,3,96.68,1.23,115.52,27.56,82.94
M23322,M,56.59,15.02,7.4,67.54,4,97.04,1.28,119.42,28.54,82.43
M23323,M,57.99,15.36,5.55,62.87,7,97.78,1.36,118.42,29.25,82.1
H37878,H,54.29,11.2,11.7,78.0,2,95.32,1.44,88.44,21.9,85.0
M23325,M,57.3,14.84,11.95,66.33,6,95.22,1.57,110.5,28.61,81.35
L55646,L,57.48,14.56,11.1,66.17,4,95.56,1.65,106.18,28.2,81.48
L55647,L,54.12,12.2,12.2,79.1,4,95.12,1.71,90.68,24.03,83.35
H37882,H,57.69,15.06,10.3,65.62,7,95.88,1.76,107.46,29.22,80.84
M23329,M,60.5,21.7,6.55,53.15,5,97.38,1.89,153.8,41.31,74.9
L55650,L,57.91,15.42,3.7,65.49,6,98.52,1.97,105.28,30.15,80.61
L55651,L,59.89,17.68,11.8,57.76,2,95.28,2.03,119.44,34.27,77.63
L55652,L,55.56,15.69,8.9,73.86,3,96.44,2.08,108.28,30.77,79.57
M23333,M,58.59,17.18,8.0,62.91,6,96.8,2.13,114.8,33.5,78.19
M23334,M,57.32,17.79,7.15,67.26,5,97.14,2.21,119.66,34.7,77.51
M23335,M,56.92,16.3,13.3,69.7,4,94.68,2.29,106.54,32.14,78.01
L55656,L,56.6,15.17,11.45,71.66,6,95.42,2.37,96.1,30.21,79.0
H37891,H,56.75,15.66,9.55,71.12,2,96.18,2.43,98.58,31.14,78.62
M23338,M,60.17,22.88,10.8,56.26,7,95.68,2.56,148.68,44.26,71.67
L55659,L,56.29,16.27,10.95,73.21,3,95.62,2.64,99.34,32.52,77.37
L55660,L,58.53,16.98,14.05,65.36,5,94.38,2.69,100.74,33.86,76.28
M23341,M,56.88,15.49,13.15,72.0,4,94.74,2.75,89.9,31.26,77.56
L55662,L,58.06,18.01,9.3,67.0,6,96.28,2.83,106.6,35.87,75.48
L55663,L,56.69,16.52,14.4,72.64,7,94.24,2.88,95.36,33.26,76.17
L55664,L,59.97,21.38,13.5,59.16,7,94.6,2.93,128.54,42.04,71.76
L55665,L,59.26,20.94,9.6,62.03,2,96.16,2.99,124.8,41.32,72.41
M23346,M,58.57,19.17,7.7,65.46,2,96.92,3.04,110.42,38.22,74.04
L55667,L,60.25,21.88,11.85,58.66,6,95.26,3.12,128.04,43.19,70.98
L55668,L,60.41,20.32,6.95,59.09,5,97.22,3.17,114.1,40.46,72.73
L55669,L,59.37,21.26,13.05,62.42,2,94.78,3.23,121.82,42.2,71.14
M23350,M,60.84,24.52,13.15,55.94,2,94.74,3.28,144.68,48.11,68.07
L55671,L,57.8,19.73,15.3,69.09,2,93.88,3.36,108.78,39.64,71.93
M23352,M,58.81,19.94,10.4,65.73,2,95.84,3.41,107.88,40.08,72.09
M23353,M,58.23,19.7,10.55,68.15,6,95.78,3.49,105.0,39.76,72.08
L55674,L,58.58,19.9,14.7,67.15,5,94.12,3.57,104.24,40.2,71.28
L55675,L,56.8,17.66,12.8,74.57,2,94.88,3.63,87.56,36.26,73.34
M23356,M,54.71,16.69,9.9,82.46,6,96.04,3.68,81.52,34.59,74.35
M23357,M,59.27,19.83,16.05,65.54,3,93.58,3.76,98.58,40.32,70.71
L55678,L,59.79,20.97,15.2,63.46,7,93.92,3.84,105.18,42.47,69.57
L55679,L,57.29,19.23,14.3,73.14,7,94.28,3.89,93.5,39.42,71.07
L55680,L,56.54,19.42,14.4,75.84,5,94.24,3.95,94.82,39.82,70.76
L55681,L,58.49,20.65,12.5,68.72,4,95.0,4.0,100.82,42.1,69.7
H37916,H,62.94,26.14,10.6,50.88,2,95.76,4.05,137.38,52.0,64.83
L55683,L,60.34,22.78,15.85,62.01,3,93.66,4.19,111.16,46.16,66.96
L55684,L,61.12,23.04,8.95,59.43,7,96.42,4.24,110.98,46.7,67.28
L55685,L,59.56,22.53,8.05,65.24,5,96.78,4.29,107.8,45.84,67.69
L55686,L,57.0,34.86,44.15,68.07,6,82.34,7.35,88.8,63.44,49.17
L55687,L,59.86,23.15,11.25,64.32,7,95.5,4.4,109.96,47.09,66.53
M23368,M,57.57,21.68,17.35,73.11,6,93.06,4.45,100.18,44.53,67.09
M23369,M,54.88,19.23,10.5,83.89,3,95.8,4.53,82.4,40.22,69.77
L55690,L,60.59,24.92,17.65,61.74,3,92.94,4.61,118.28,50.52,63.75
L55691,L,61.04,25.05,11.75,60.32,4,95.3,4.67,117.54,50.83,64.08
H37926,H,59.81,23.21,15.85,65.69,3,93.66,4.72,103.32,47.6,65.17
M23373,M,60.95,23.68,12.1,62.06,7,95.16,4.85,102.56,48.62,64.77
L55694,L,61.49,26.58,14.25,59.06,2,94.3,4.93,123.14,53.9,61.76
L55695,L,61.61,26.31,16.35,59.0,2,93.46,4.99,119.66,53.5,61.64
L55696,L,60.45,22.84,12.45,64.93,6,95.02,5.04,92.34,47.35,65.0
M23377,M,61.35,28.98,14.55,58.96,7,94.18,5.09,138.98,58.42,59.15
M23378,M,58.35,22.3,14.7,72.9,3,94.12,5.17,87.82,46.54,64.91
L55699,L,62.24,26.78,17.85,57.61,3,92.86,5.25,116.6,54.69,60.36
M23380,M,60.51,28.4,13.95,62.95,3,94.42,5.31,130.66,57.64,59.17
L55701,L,63.03,28.76,11.1,54.42,7,95.56,5.39,128.32,58.4,58.92
H37936,H,53.26,7.45,3.0,77.82,4,98.8,0.0,92.22,13.35,93.02
H37937,H,54.9,10.82,7.25,71.04,2,97.1,0.13,113.98,19.57,89.22
L55704,L,55.93,12.35,2.5,67.23,7,99.0,0.27,121.76,22.47,87.98
L55705,L,57.3,14.04,8.6,61.88,2,96.56,0.32,132.16,25.56,85.72
L55706,L,57.03,14.1,6.7,63.0,2,97.32,0.37,131.82,25.74,85.71
L55707,L,55.2,10.63,0.8,71.24,4,99.68,0.43,105.42,19.6,89.27
L55708,L,55.53,10.39,6.9,70.4,6,97.24,0.48,101.84,19.23,88.73
M23389,M,55.45,13.45,5.0,69.38,6,98.0,0.53,125.24,24.79,86.04
M23390,M,54.19,9.79,1.15,75.86,5,99.54,0.61,95.9,18.33,89.49
L55711,L,56.69,13.7,8.3,65.6,2,96.68,0.69,121.98,25.45,85.06
L55712,L,58.7,16.12,4.4,57.69,5,98.24,0.75,137.3,29.83,83.15
M23393,M,56.58,12.68,3.5,66.91,4,98.6,0.8,111.5,23.74,86.18
M23394,M,57.56,13.46,6.65,63.47,4,97.34,0.88,114.68,25.25,84.95
L55715,L,55.56,14.08,10.8,70.31,4,95.68,0.96,120.54,26.46,83.77
M23396,M,57.39,14.39,2.9,64.1,5,98.84,1.01,119.32,27.08,84.14
L55717,L,53.05,10.83,2.05,81.08,6,99.18,1.09,95.0,20.8,87.21
L55718,L,55.76,12.86,6.15,70.97,5,97.54,1.15,106.36,24.52,84.83
L55719,L,56.27,13.65,9.25,69.02,6,96.3,1.2,110.74,25.99,83.68
L55720,L,53.86,11.08,11.35,78.81,5,95.46,1.25,92.34,21.46,85.63
L55721,L,53.18,10.22,9.45,81.79,4,96.22,1.31,85.16,19.98,86.45
H37956,H,56.52,12.9,6.55,69.15,3,97.38,1.36,100.84,24.86,84.2
M23403,M,58.81,16.66,9.8,59.92,2,96.08,1.49,124.7,31.75,80.16
H37958,H,49.5,9.97,8.95,95.56,5,96.42,1.57,82.22,19.87,86.02
L55725,L,52.64,12.02,11.2,84.29,7,95.52,1.71,91.32,23.71,83.61
L55726,L,54.01,12.38,12.3,79.61,2,95.08,1.76,91.12,24.43,83.04
M23407,M,54.79,11.52,12.4,77.54,7,95.04,1.81,81.92,22.94,83.66
L55728,L,56.16,14.76,7.55,71.52,3,96.98,1.89,104.16,28.85,81.03
L55729,L,56.51,15.14,4.65,70.33,5,98.14,1.95,105.56,29.61,80.84
L55730,L,58.06,17.38,11.75,64.11,7,95.3,2.0,120.12,33.69,77.98
M23411,M,58.1,18.41,9.85,63.64,6,96.06,2.05,127.14,35.61,77.1
L55732,L,58.05,17.52,11.0,64.59,3,95.6,2.13,118.34,34.12,77.57
M23413,M,55.29,16.11,6.1,75.0,4,97.56,2.19,109.62,31.66,79.19
L55734,L,56.38,15.27,6.25,71.96,2,97.5,2.27,99.64,30.26,79.71
L55735,L,56.38,16.26,10.35,71.67,5,95.86,2.32,106.32,32.09,78.28
L55736,L,58.0,17.27,9.45,65.82,4,96.22,2.37,110.98,33.97,77.32
L55737,L,58.32,19.36,12.55,63.87,4,94.98,2.43,126.02,37.78,75.0
M23418,M,57.89,17.76,9.65,66.37,6,96.14,2.48,112.7,34.99,76.58
L55739,L,57.77,17.68,10.8,67.11,6,95.68,2.56,110.38,34.94,76.33
L55740,L,59.45,19.19,13.9,60.81,6,94.44,2.61,118.96,37.72,74.52
L55741,L,60.61,19.1,14.0,57.05,5,94.4,2.67,115.44,37.62,74.45
L55742,L,60.4,21.26,7.1,56.92,2,97.16,2.72,131.82,41.56,73.07
L55743,L,58.29,17.5,9.2,66.25,4,96.32,2.77,103.4,34.88,76.09
M23424,M,56.69,16.16,11.3,72.62,5,95.48,2.83,93.68,32.55,76.94
L55745,L,58.6,17.84,13.45,65.53,3,94.62,2.91,102.78,35.68,75.0
M23426,M,54.85,15.53,12.55,79.78,7,94.98,2.96,88.22,31.6,77.03
L55747,L,58.43,20.57,13.7,65.26,3,94.52,3.04,121.82,40.73,72.18
L55748,L,55.87,16.68,9.8,76.21,3,96.08,3.09,93.02,33.83,75.92
L55749,L,54.97,16.31,13.9,79.69,5,94.44,3.15,90.14,33.24,75.7
H37984,H,58.11,18.58,15.0,67.96,5,94.0,3.2,102.7,37.36,73.42
L55751,L,47.83,13.92,14.25,106.14,2,94.3,3.33,76.64,29.2,77.31
M23432,M,58.12,18.96,15.35,68.47,2,93.86,3.39,101.58,38.29,72.55
L55753,L,57.24,18.5,6.5,72.05,6,97.4,3.47,97.32,37.57,73.63
L55754,L,60.23,24.04,12.6,59.18,7,94.96,3.52,136.28,47.55,67.92
M23435,M,57.04,18.0,13.7,73.4,4,94.52,3.57,91.16,36.8,73.08
L55756,L,58.94,20.84,14.85,65.73,5,94.06,3.65,109.46,41.99,70.21
L55757,L,59.31,21.92,9.95,64.14,4,96.02,3.71,116.44,44.0,69.59
L55758,L,59.56,21.46,11.05,63.72,6,95.58,3.76,111.18,43.24,69.76
M23439,M,57.71,19.24,14.15,71.38,7,94.34,3.81,94.8,39.33,71.29
L55760,L,57.64,19.33,10.3,71.88,4,95.88,3.89,93.82,39.6,71.39
M23441,M,60.64,23.29,7.4,59.81,3,97.04,3.95,120.18,46.76,67.99
M23442,M,62.11,45.08,37.55,44.16,6,84.98,7.03,170.68,81.34,41.52
L55763,L,60.91,21.82,12.7,60.24,3,94.92,4.11,104.46,44.33,68.35
L55764,L,61.45,24.4,13.8,57.3,7,94.48,4.16,123.2,49.03,65.78
M23445,M,62.27,24.76,7.9,54.52,2,96.84,4.21,123.76,49.74,65.91
H38000,H,60.57,22.26,11.05,61.92,7,95.58,4.29,104.22,45.35,67.63
M23447,M,58.3,21.86,17.3,70.42,5,93.08,4.43,101.14,44.8,67.02
L55768,L,61.91,24.62,17.45,56.94,5,93.02,4.51,116.5,49.86,64.31
M23449,M,59.75,25.68,9.55,64.06,6,96.18,4.56,126.76,51.83,64.01
L55770,L,59.56,22.8,8.7,66.45,2,96.52,4.64,102.14,46.76,66.47
L55771,L,58.91,22.43,14.8,69.08,5,94.08,4.69,98.92,46.17,66.05
M23452,M,61.53,25.36,12.9,58.82,5,94.84,4.75,117.6,51.5,63.47
M23453,M,59.13,23.13,12.05,68.48,5,95.18,4.83,101.22,47.59,65.34
L55774,L,62.78,27.7,17.2,53.95,5,93.12,4.91,130.92,55.88,60.53
M23455,M,58.94,22.6,18.3,69.9,2,92.68,4.96,94.28,46.82,64.84
L55776,L,63.36,29.24,17.45,51.73,6,93.02,5.04,139.54,58.83,58.76
L55777,L,62.21,27.03,13.55,56.98,5,94.58,5.09,122.2,54.92,61.0
L55778,L,61.28,26.02,11.65,60.89,5,95.34,5.15,114.16,53.17,61.96
L55779,L,61.6,25.67,15.75,60.16,7,93.7,5.2,109.8,52.63,61.71
L55780,L,62.02,25.84,18.85,58.83,6,92.46,5.25,109.3,52.98,61.12
H38015,H,63.19,27.64,17.95,54.13,7,92.82,5.31,120.98,56.3,59.44
L55782,L,57.96,24.24,17.2,74.33,2,93.12,5.44,97.98,50.37,62.21
H38017,H,63.04,28.76,18.3,54.82,2,92.68,5.49,125.88,58.52,57.92
L55784,L,64.45,29.9,16.55,49.9,2,93.38,5.63,130.14,60.75,56.71
L55785,L,59.62,25.36,15.65,68.97,3,93.74,5.68,99.26,52.68,60.73
M23466,M,61.55,26.5,11.75,62.0,4,95.3,5.73,104.5,54.79,59.96
